Empleado,Edad,Genero,Pais,Funcion Laboral,Departamento,A�os en la Empresa,Hs de Trabajo x Semana,Trabajo Remoto,Nivel de Agotamiento,Satisfaccion Laboral,Nivel de Stres,Puntuacion de Productividad,Hs de Sue�o,Hs. De actividad Fisica,Tiempo de Viaje,Tiene apoyo para la salud Mental,Puntacion del Gerente,Tiene Acceso a Terapia,Dias libres de Salud Mental,Rango Salarial,Puntuacion de equilibrio entre vida laboral y personal,Tama�o del Equipo,Puntuacion de crecimiento personal,Riesgo de Agotamiento
1832,32,Prefer not to say,Germany,Project Manager,Marketing,19,46,Hybrid,5.01,3.79,9.74,7.94,5.8,6.1,9,TRUE,7.02,TRUE,3,40K-60K,1.43,49,5.09,FALSE
1833,36,Non-binary,USA,Customer Support,Sales,3,39,Hybrid,3,7.31,5.97,9.68,6.1,9.3,31,FALSE,3.22,TRUE,7,<40K,6.12,1,7.56,FALSE
1834,45,Prefer not to say,Canada,Software Engineer,HR,19,44,Hybrid,6.88,3.02,3.41,3.33,8.6,6.6,5,FALSE,6.49,TRUE,6,60K-80K,9.47,9,6.71,FALSE
1835,59,Non-binary,Australia,Sales Associate,Marketing,5,58,Hybrid,7.17,6.6,2.19,8.36,4.1,6.5,1,TRUE,4.65,TRUE,4,80K-100K,1.35,12,6.65,TRUE
1836,56,Non-binary,Australia,Data Scientist,Marketing,5,35,Hybrid,7.17,6.31,9.28,3.05,6.8,7.6,38,TRUE,6.72,TRUE,6,100K+,3.62,23,2.82,TRUE
1837,51,Female,Canada,Project Manager,Support,10,57,No,1.24,9.73,4.26,7.12,8.6,8.7,48,FALSE,5.26,FALSE,7,100K+,1.46,12,3.81,FALSE
1838,52,Male,Germany,Customer Support,HR,16,46,Yes,9.09,1.55,3.76,1.75,8.6,2.6,26,TRUE,5.37,FALSE,2,<40K,6.13,42,4.1,TRUE
1839,26,Non-binary,Australia,Project Manager,IT,2,46,Hybrid,4.04,1.97,8.72,6.27,6.9,6.2,55,FALSE,7.62,TRUE,2,40K-60K,2.05,9,8.27,FALSE
1840,35,Non-binary,India,IT Admin,Support,12,43,Yes,7.7,5.55,6.44,3.42,5.9,5.8,13,TRUE,6.52,FALSE,1,60K-80K,5.31,26,7.98,TRUE
1841,32,Female,Germany,Marketing Manager,HR,2,53,Hybrid,7.84,5.74,2.52,9.33,4.5,1.3,22,FALSE,1.72,TRUE,3,40K-60K,7.48,30,3.27,TRUE
1842,30,Non-binary,Brazil,Sales Associate,Engineering,15,54,No,6.85,1.36,4.79,3.61,4.9,5.2,102,FALSE,1.59,FALSE,3,<40K,2.48,20,1.5,FALSE
1843,55,Male,Canada,HR Specialist,Marketing,14,47,No,4.55,8.43,9.35,4.59,7.4,0.7,117,FALSE,3.75,FALSE,3,<40K,7.8,16,7.91,FALSE
1844,33,Female,Germany,HR Specialist,Support,10,54,Hybrid,6.48,5.45,9.11,8.57,4.1,1.8,84,TRUE,4.87,FALSE,1,60K-80K,1.54,13,4.69,FALSE
1845,56,Male,USA,HR Specialist,Engineering,17,34,Hybrid,1.36,4.12,1.63,4.94,8.4,9.1,104,FALSE,3.48,FALSE,6,100K+,2.35,35,2.98,FALSE
1846,56,Male,Germany,IT Admin,Support,14,58,Hybrid,7.86,3.87,3.42,3.15,6.9,1.2,50,FALSE,6.86,FALSE,9,100K+,3.52,4,2.05,TRUE
1847,22,Female,India,Data Scientist,Support,4,37,No,1.9,8.75,2.39,5.93,4.2,5.8,93,TRUE,2.76,FALSE,2,60K-80K,8.16,25,1.12,FALSE
1848,43,Non-binary,USA,Customer Support,Marketing,15,36,No,4.57,2.77,5.8,8.56,5.2,3.2,24,TRUE,7.34,FALSE,9,40K-60K,8.65,13,4.85,FALSE
1849,50,Male,UK,Sales Associate,Marketing,15,52,Yes,1.93,2.44,7.75,4.9,7,5.6,52,FALSE,7.96,FALSE,0,60K-80K,2.98,28,4.06,FALSE
1850,29,Male,Canada,Sales Associate,Marketing,16,33,No,8.53,2.92,3.66,2.2,4.2,2.3,87,TRUE,2.12,TRUE,1,100K+,1.86,45,7.27,TRUE
1851,32,Male,Canada,HR Specialist,Support,8,47,Hybrid,5.95,6.63,7.82,4.45,7.9,4.4,10,FALSE,6.86,TRUE,4,40K-60K,8.63,12,9.79,FALSE
1852,58,Male,Germany,HR Specialist,IT,2,34,Yes,7.22,8.3,7.02,9.59,8.6,8.7,34,FALSE,9.65,TRUE,8,80K-100K,6.84,24,2.86,TRUE
1853,35,Female,Australia,Marketing Manager,Engineering,19,45,No,7.14,3.98,7.55,1.65,8.8,3.8,54,FALSE,2.74,FALSE,3,40K-60K,2.42,28,3.19,TRUE
1854,51,Female,USA,IT Admin,Sales,12,43,No,8.57,2.56,9.53,4.68,7.7,3.5,57,TRUE,9.18,TRUE,5,100K+,6.02,1,4.04,TRUE
1855,56,Prefer not to say,UK,Software Engineer,Marketing,2,56,Hybrid,2.19,2.88,4.82,6.83,8.3,4.5,67,TRUE,6.45,TRUE,2,<40K,8.85,34,5.19,FALSE
1856,42,Prefer not to say,USA,Software Engineer,HR,6,56,Yes,6.94,6.57,4.08,1.71,7.1,1,36,TRUE,6.32,FALSE,8,40K-60K,1.63,3,7.28,FALSE
1857,58,Male,Canada,Project Manager,HR,5,48,No,6.18,3.21,7.15,4.1,6.3,3.9,99,FALSE,1.47,TRUE,1,40K-60K,1.75,22,4.17,FALSE
1858,26,Non-binary,USA,Project Manager,Sales,8,43,No,1.28,8.9,8.27,9.47,7.6,0.1,76,FALSE,7.73,TRUE,7,<40K,3.46,21,1.94,FALSE
1859,40,Male,UK,Sales Associate,Support,11,38,Hybrid,2.81,1.94,2.72,1.28,5.1,5,8,FALSE,5.3,FALSE,2,100K+,6.87,27,7.57,FALSE
1860,35,Non-binary,Australia,Sales Associate,HR,14,35,Yes,3.41,1.29,8.62,7.77,4.5,8.5,27,TRUE,7.49,FALSE,7,80K-100K,2.6,21,8.15,FALSE
1861,47,Male,Germany,Data Scientist,Sales,20,46,Yes,1.65,1.8,1.52,8.57,7.8,5.5,54,TRUE,8.28,TRUE,2,80K-100K,8.35,22,3.23,FALSE
1862,25,Prefer not to say,India,Data Scientist,Support,19,48,Yes,4.19,8.61,1.06,3.49,8.8,6.1,45,FALSE,5.71,FALSE,3,60K-80K,7.75,13,2.23,FALSE
1863,46,Prefer not to say,USA,Software Engineer,IT,2,41,Yes,1.24,6.86,2.43,2.93,6.9,0.3,79,TRUE,3.37,FALSE,7,80K-100K,6.05,44,5.75,FALSE
1864,46,Non-binary,India,IT Admin,Engineering,9,33,Hybrid,5.98,9.62,9.81,9.23,6.4,8.6,117,TRUE,2.27,TRUE,9,80K-100K,2.04,16,2.87,FALSE
1865,39,Male,Canada,Project Manager,HR,0,45,No,2.9,4.03,5.71,7.88,6.7,3.9,69,TRUE,2.44,FALSE,3,40K-60K,9.89,46,4.37,FALSE
1866,29,Non-binary,Germany,Software Engineer,Engineering,18,54,No,3.58,2.91,1.42,2.02,6.4,9.7,26,TRUE,8.8,TRUE,8,60K-80K,5.41,24,8,FALSE
1867,35,Prefer not to say,Brazil,IT Admin,Support,18,40,Yes,9.19,6.06,9.97,2.91,6.2,1.2,9,FALSE,2.11,FALSE,8,80K-100K,5.07,46,2.98,TRUE
1868,53,Male,Germany,Software Engineer,Support,12,51,Yes,5.53,5.84,7.7,6.59,8.7,9.4,22,FALSE,4.46,FALSE,5,40K-60K,9.96,17,8.26,FALSE
1869,59,Male,USA,Project Manager,Sales,11,33,Yes,3.42,6.32,8.54,4.77,6.4,6.3,20,FALSE,4.01,TRUE,0,60K-80K,8.77,5,7.07,FALSE
1870,54,Non-binary,Australia,Customer Support,Sales,0,46,No,6.39,4.13,2.92,5.54,4.4,0.5,89,TRUE,8.79,FALSE,8,40K-60K,5.11,38,2.98,FALSE
1871,44,Female,Germany,Data Scientist,Engineering,18,37,No,2.82,1.05,1.95,9.56,7.8,9.7,44,TRUE,5.3,FALSE,8,<40K,4.77,42,5.74,FALSE
1872,36,Non-binary,USA,Marketing Manager,IT,15,43,Yes,1.67,1.32,5.64,4.78,6,0.1,2,TRUE,9.97,TRUE,6,100K+,1.86,27,6.53,FALSE
1873,54,Prefer not to say,USA,Marketing Manager,Sales,14,56,Hybrid,1.19,6.97,7.95,8.94,7.6,7.3,58,FALSE,7.63,FALSE,8,100K+,9.34,41,2.8,FALSE
1874,46,Prefer not to say,India,Marketing Manager,IT,15,31,No,9.56,5.71,6.74,6.95,6.9,8.9,42,TRUE,8.66,FALSE,7,100K+,8.59,32,2.3,TRUE
1875,38,Prefer not to say,Germany,Project Manager,Engineering,10,40,No,7.52,8.39,6.68,2.09,7.6,1.8,98,FALSE,1.89,FALSE,8,80K-100K,3.79,26,5.78,TRUE
1876,54,Prefer not to say,USA,HR Specialist,HR,5,40,Yes,8.2,3.7,7.81,7.7,4.3,3.4,6,FALSE,3.28,FALSE,8,100K+,7.78,7,7.24,TRUE
1877,23,Prefer not to say,India,HR Specialist,Marketing,10,53,Hybrid,9.83,8.34,3.04,5.68,4.2,5.6,26,FALSE,2.22,TRUE,6,100K+,7.86,36,5.19,TRUE
1878,35,Female,UK,HR Specialist,HR,2,51,Yes,9.38,4.83,6.95,3.03,5.9,6.8,61,TRUE,5.17,FALSE,5,60K-80K,3.05,7,1.63,TRUE
1879,27,Male,Brazil,Sales Associate,Support,14,53,Yes,7.63,1.87,4.53,3.61,7.5,8.7,41,FALSE,7.46,FALSE,1,60K-80K,6.52,43,9.33,TRUE
1880,27,Non-binary,India,Data Scientist,HR,0,35,Hybrid,7.25,9.8,1.63,6.02,5.1,7.6,96,FALSE,2.52,FALSE,6,60K-80K,3.3,27,7.25,TRUE
1881,24,Non-binary,India,Data Scientist,Support,6,50,Hybrid,4.03,5.61,2.82,6.42,6.2,3.6,3,TRUE,2.17,FALSE,0,80K-100K,8.11,38,6.59,FALSE
1882,28,Prefer not to say,USA,Customer Support,Support,0,50,Hybrid,1.94,6.67,8.15,9.71,8.9,8.2,89,FALSE,6.53,FALSE,5,100K+,2.38,48,6.79,FALSE
1883,29,Non-binary,Canada,Customer Support,HR,16,43,No,6.16,7.04,9.06,8.69,5.1,9.7,61,TRUE,3.07,TRUE,5,80K-100K,7.02,48,4.59,FALSE
1884,36,Prefer not to say,Canada,Sales Associate,IT,8,59,Yes,6.19,4.26,3.55,2.85,8.2,2.3,7,FALSE,5.31,FALSE,6,80K-100K,3.93,24,9.86,FALSE
1885,50,Female,Australia,Software Engineer,Marketing,12,39,No,9.57,7.73,2.71,7.97,8.1,0.7,83,TRUE,1.46,TRUE,1,80K-100K,1.33,24,2.19,TRUE
1886,54,Female,Canada,IT Admin,Support,10,55,Hybrid,4.98,8.83,1.24,1.07,8.5,4.3,16,FALSE,7.13,TRUE,3,80K-100K,2.11,45,7.65,FALSE
1887,51,Male,India,Customer Support,Engineering,19,56,No,7.22,4.48,9.53,2.17,8.6,8.8,4,FALSE,5.87,TRUE,1,80K-100K,6.89,44,4.79,TRUE
1888,48,Female,Australia,Marketing Manager,Engineering,5,37,Hybrid,6.17,6.91,7.15,2.8,6.5,1.5,62,FALSE,6.83,TRUE,3,80K-100K,3.16,29,8.93,FALSE
1889,57,Female,USA,HR Specialist,IT,0,36,Hybrid,2.59,7.81,9.61,6.37,7.4,8.9,112,TRUE,3.48,FALSE,2,100K+,6.68,27,7.46,FALSE
1890,50,Male,Germany,Marketing Manager,Marketing,6,37,Yes,6.33,2.71,8.77,2.75,7.1,9.9,8,TRUE,3.51,TRUE,1,60K-80K,4.73,34,6.06,FALSE
1891,59,Non-binary,Brazil,HR Specialist,IT,11,57,Yes,5.86,3.99,4.06,4.29,5.5,0.5,7,TRUE,8.21,FALSE,1,40K-60K,7.23,21,9.44,FALSE
1892,54,Prefer not to say,Brazil,Marketing Manager,Engineering,19,37,Yes,5.45,1.98,2.01,3.19,5.4,5,6,FALSE,7.47,FALSE,2,40K-60K,5.44,45,9.21,FALSE
1893,58,Prefer not to say,India,Software Engineer,Support,18,52,No,5.62,6.42,5.49,4.04,5.7,3.3,36,TRUE,6.22,TRUE,9,40K-60K,3.78,1,1.47,FALSE
1894,48,Non-binary,India,IT Admin,Marketing,16,31,Yes,2.48,8.21,1.24,9.48,5.1,3.9,99,TRUE,6.65,TRUE,3,<40K,2.31,10,2.73,FALSE
1895,54,Male,Australia,Marketing Manager,Engineering,3,56,Hybrid,5.17,6.5,2.35,9.98,7.8,4.5,54,TRUE,1.85,FALSE,6,60K-80K,4.07,30,7.08,FALSE
1896,25,Non-binary,USA,Marketing Manager,Support,2,45,Yes,6.45,2.62,3.1,7.17,8.8,7.4,66,TRUE,8.71,TRUE,3,100K+,6.71,28,9.3,FALSE
1897,43,Female,UK,Project Manager,Marketing,0,38,No,5.41,5.92,6.99,6.15,8.3,5.9,7,FALSE,7.93,FALSE,6,80K-100K,7.66,42,4.87,FALSE
1898,23,Male,India,IT Admin,Support,17,42,Yes,5.4,8.51,5.59,7.38,5.1,9.6,68,FALSE,6.31,TRUE,3,40K-60K,2.44,30,1.34,FALSE
1899,31,Male,UK,Marketing Manager,Support,20,52,Yes,1.7,3.72,3.72,7.94,4.3,3.3,4,FALSE,9.27,FALSE,2,60K-80K,6.98,28,6.79,FALSE
1900,26,Male,UK,Project Manager,Support,14,41,Yes,2.72,8.49,6.08,7.65,7.8,5.4,16,FALSE,2.52,FALSE,7,100K+,2.61,29,2.75,FALSE
1901,31,Prefer not to say,Canada,Data Scientist,Marketing,7,56,No,3.89,8.06,2.13,1.74,6,8.1,110,FALSE,7.18,TRUE,2,40K-60K,3,31,5.97,FALSE
1902,54,Non-binary,USA,IT Admin,HR,0,51,Hybrid,4.77,1.2,7.8,3.79,8.1,3.7,57,FALSE,9.67,TRUE,7,60K-80K,5.78,43,4.46,FALSE
1903,59,Male,Brazil,Sales Associate,Engineering,19,54,Hybrid,6.35,3.16,7.41,4.09,7.9,4.7,62,TRUE,3.79,TRUE,1,100K+,3.6,41,6.02,FALSE
1904,34,Male,Brazil,IT Admin,Sales,13,58,Hybrid,8.77,5.89,2.95,4.32,7.1,6.8,26,FALSE,1.14,TRUE,2,60K-80K,6.95,4,9.39,TRUE
1905,52,Male,UK,IT Admin,Sales,3,46,Yes,2.43,7.46,6.46,4.1,5.3,8.6,103,TRUE,7.61,FALSE,3,80K-100K,9.6,49,5.37,FALSE
1906,57,Non-binary,Brazil,Marketing Manager,Engineering,4,56,Yes,1.14,8.92,5.53,8.08,4.5,4.2,102,FALSE,1.06,TRUE,2,60K-80K,2.34,19,1.31,FALSE
1907,45,Prefer not to say,USA,Data Scientist,Support,12,31,No,5.04,6.77,1.55,7.73,5.3,5.3,112,TRUE,8.85,FALSE,5,60K-80K,6.13,10,6.23,FALSE
1908,36,Female,Canada,IT Admin,Marketing,14,42,Hybrid,4.89,4.42,3.5,1.04,6.5,9.8,75,FALSE,1.51,FALSE,8,<40K,9.31,45,3.93,FALSE
1909,50,Prefer not to say,USA,Customer Support,IT,5,30,Yes,5.97,2.66,10,3.67,8.9,0.4,91,FALSE,6.87,FALSE,9,80K-100K,2.59,31,8,FALSE
1910,29,Male,India,Customer Support,Engineering,0,55,Yes,8.5,7.84,1.9,6.61,4.3,4.5,67,FALSE,4.39,FALSE,7,60K-80K,4.3,34,5.23,TRUE
1911,26,Prefer not to say,UK,Project Manager,IT,18,57,Yes,8.22,2.86,5.56,2.08,5,6.4,115,FALSE,2.83,TRUE,3,80K-100K,2.11,41,7.67,TRUE
1912,50,Prefer not to say,USA,Marketing Manager,HR,12,48,No,1.9,7.26,8.64,1.64,7.1,0.1,27,TRUE,9.08,TRUE,1,60K-80K,6.78,39,9.18,FALSE
1913,25,Female,Brazil,Marketing Manager,Marketing,5,40,Hybrid,9.41,2.63,3.71,8.46,5.5,6,88,TRUE,7.72,FALSE,9,80K-100K,7.02,42,4.26,TRUE
1914,33,Non-binary,Germany,IT Admin,IT,14,34,No,1.99,1.82,3.35,5.07,8.3,0.6,57,FALSE,4.06,FALSE,0,100K+,6.98,44,9.9,FALSE
1915,23,Non-binary,USA,Software Engineer,Engineering,15,30,Hybrid,6.71,3.26,9.02,8.7,4.7,8.6,49,FALSE,3.56,TRUE,3,40K-60K,5.88,31,2.35,FALSE
1916,48,Prefer not to say,UK,Data Scientist,HR,15,49,Hybrid,7.05,3.56,3.74,8.41,8.8,8.1,99,TRUE,7.62,TRUE,4,<40K,7.72,11,6.8,TRUE
1917,52,Prefer not to say,Canada,HR Specialist,Sales,9,59,Yes,7.12,6.82,6.86,9.04,8.6,0.3,105,FALSE,8.53,FALSE,1,40K-60K,1.32,36,1.31,TRUE
1918,57,Non-binary,Brazil,HR Specialist,Marketing,8,42,Yes,3.39,2.45,7.66,1.43,8.4,0.5,66,FALSE,7.44,FALSE,2,60K-80K,9.62,44,2.92,FALSE
1919,57,Non-binary,Canada,Software Engineer,Marketing,8,37,Yes,3.97,9.37,8.1,2.68,4.9,7.5,30,TRUE,6.76,FALSE,3,60K-80K,3,44,6.7,FALSE
1920,47,Female,UK,Project Manager,Engineering,16,35,Yes,5.94,5.99,9.95,3.67,5.6,3.7,100,TRUE,3.05,TRUE,2,100K+,2.09,32,1.42,FALSE
1921,48,Male,Brazil,HR Specialist,Engineering,16,58,Yes,2.8,5.42,8.23,2.23,8,5.8,11,TRUE,8.68,TRUE,7,60K-80K,9.47,23,1.92,FALSE
1922,26,Prefer not to say,India,IT Admin,Engineering,16,46,Hybrid,1.18,4.91,6.91,5.37,8,2.7,54,TRUE,7.75,TRUE,1,80K-100K,8.47,40,3.62,FALSE
1923,41,Non-binary,Brazil,HR Specialist,Sales,11,41,Yes,6.06,6.1,9.06,8.19,7.5,1.7,100,FALSE,5.66,FALSE,8,40K-60K,7.88,46,6.18,FALSE
1924,32,Prefer not to say,India,Customer Support,Support,12,30,Yes,5.19,1.2,9.15,9.56,6.2,3,100,FALSE,5.6,TRUE,5,60K-80K,1.94,39,1.14,FALSE
1925,31,Prefer not to say,Canada,Customer Support,IT,11,32,No,6.91,9.91,9.76,9.01,5.6,2.5,3,FALSE,6.12,FALSE,0,100K+,8.27,3,5.34,FALSE
1926,59,Non-binary,Canada,Sales Associate,HR,13,43,No,2.32,6.02,7.99,5.12,8.8,4.5,93,FALSE,8.45,TRUE,7,<40K,6.48,28,6.63,FALSE
1927,27,Female,UK,Data Scientist,HR,9,55,Hybrid,8.57,1.32,2.75,6.73,4.7,7.5,101,TRUE,7.68,FALSE,9,40K-60K,7.59,25,4.62,TRUE
1928,29,Prefer not to say,India,Project Manager,Support,18,37,Hybrid,2.32,6.31,7.39,3.08,4.2,5.5,41,FALSE,8.71,TRUE,5,100K+,9.8,28,1.61,FALSE
1929,44,Female,Canada,Marketing Manager,Sales,1,40,No,9.02,4.93,1.68,4.63,4,6.1,101,FALSE,5.57,FALSE,3,100K+,2.75,19,6.5,TRUE
1930,47,Non-binary,India,Data Scientist,IT,3,56,No,5.05,1.22,3.86,8.84,7.9,4.7,90,TRUE,6.62,FALSE,5,40K-60K,5.54,46,6.45,FALSE
1931,33,Male,Canada,Project Manager,Engineering,18,43,Yes,5.95,9.32,2.04,1.26,4.3,3.2,53,FALSE,8.69,FALSE,1,100K+,7.78,19,5.55,FALSE
1932,47,Male,Brazil,HR Specialist,HR,6,37,Yes,9.07,1.1,9.55,5.79,6.7,1.4,21,TRUE,3.09,TRUE,0,<40K,4.9,42,7.24,TRUE
1933,34,Prefer not to say,USA,Sales Associate,Sales,14,58,Hybrid,3.7,6.2,4.05,8.86,5.8,3.5,0,TRUE,5,TRUE,5,<40K,1.49,44,2.87,FALSE
1934,39,Non-binary,Germany,Data Scientist,Sales,14,32,No,2.64,9.66,7.42,2.1,4.7,6.7,47,TRUE,6.59,FALSE,7,60K-80K,2,29,7.11,FALSE
1935,46,Female,Brazil,HR Specialist,Support,5,36,Hybrid,5.01,3.14,6.14,9.84,7.7,7.3,42,TRUE,9.24,FALSE,4,80K-100K,6.42,19,2.45,FALSE
1936,54,Prefer not to say,Australia,Project Manager,IT,2,57,Yes,3.2,3.29,1.97,1.11,4.3,4.7,101,TRUE,1.14,FALSE,7,60K-80K,3.57,18,4.53,FALSE
1937,33,Non-binary,USA,Data Scientist,Sales,5,48,Hybrid,5.75,1,6.05,8.98,5.6,6.4,19,FALSE,2.91,FALSE,2,80K-100K,2.24,45,1.61,FALSE
1938,57,Non-binary,Australia,Marketing Manager,HR,15,33,Hybrid,3.48,1.6,6.95,4.18,6.8,2.1,17,FALSE,3.11,FALSE,5,40K-60K,4.06,49,8.37,FALSE
1939,25,Female,Canada,Data Scientist,Engineering,1,54,Hybrid,8.78,1.4,8.93,2.19,6,8.6,69,FALSE,3.94,FALSE,0,100K+,2.81,24,5.84,TRUE
1940,26,Prefer not to say,Germany,HR Specialist,HR,6,45,Yes,6.47,8.4,1.63,2.42,5.3,8.7,48,TRUE,3.54,FALSE,2,60K-80K,1.22,38,9.74,FALSE
1941,58,Non-binary,Germany,IT Admin,Engineering,10,42,Hybrid,1,8.53,3.66,7.31,8.6,3.2,75,TRUE,6.31,FALSE,3,100K+,2.37,16,9.48,FALSE
1942,29,Non-binary,Canada,IT Admin,Support,6,49,Yes,8.25,7.54,7.23,8.84,8.7,5.5,16,FALSE,8.97,FALSE,4,60K-80K,8.95,18,9.99,TRUE
1943,49,Non-binary,Canada,Data Scientist,Sales,3,48,No,3.97,4.17,1.31,6.77,6.1,6.1,52,TRUE,6.73,TRUE,2,60K-80K,1.11,41,1.91,FALSE
1944,52,Female,India,Marketing Manager,IT,19,34,Hybrid,3.88,8.39,2.83,9.36,6,4.7,21,TRUE,3.17,FALSE,7,<40K,7.96,13,6.46,FALSE
1945,30,Prefer not to say,Canada,Sales Associate,Sales,6,52,Hybrid,4.45,5.86,2.97,8.58,5.5,9.1,81,TRUE,8.77,FALSE,4,80K-100K,7.78,4,4.67,FALSE
1946,50,Prefer not to say,UK,Sales Associate,Support,3,34,Yes,6.67,3.74,7.02,1.08,8.3,7.4,9,FALSE,6.69,FALSE,6,40K-60K,6.08,13,5.79,FALSE
1947,35,Prefer not to say,Canada,IT Admin,IT,11,49,Hybrid,4.98,4.94,3.57,7.02,6.8,6.7,23,TRUE,2.97,FALSE,4,100K+,2.88,35,3.78,FALSE
1948,43,Prefer not to say,UK,HR Specialist,IT,4,53,Yes,6.66,1.59,6.4,3.74,4.4,5.2,83,TRUE,4.25,TRUE,7,60K-80K,8.9,4,1.43,FALSE
1949,32,Male,Canada,Project Manager,IT,18,33,Hybrid,2.32,9.5,9.69,5.09,8.3,0.8,11,TRUE,8.11,FALSE,0,100K+,5.28,19,7.37,FALSE
1950,44,Male,India,HR Specialist,Sales,4,31,No,9.73,6.57,8.14,1.85,6.7,1.1,3,FALSE,7.65,FALSE,2,<40K,2.56,24,9.69,TRUE
1951,22,Prefer not to say,UK,Sales Associate,Support,18,55,No,7.57,7.58,4,3.54,6.1,3,41,TRUE,6.19,FALSE,2,40K-60K,4.86,33,5.79,TRUE
1952,58,Female,USA,Software Engineer,Marketing,20,42,No,3.25,7.09,5.25,6.69,5.7,2.1,4,FALSE,2.3,FALSE,9,80K-100K,2.75,33,3.97,FALSE
1953,42,Male,UK,Software Engineer,Engineering,2,59,Hybrid,7.52,7.01,2.81,2.97,4.5,9.5,25,TRUE,8.23,FALSE,9,80K-100K,4.38,9,9.44,TRUE
1954,47,Non-binary,Brazil,Data Scientist,Support,10,45,Hybrid,6.18,1.16,1.14,6.83,8.8,4.1,99,TRUE,3.77,TRUE,2,60K-80K,5.47,3,4.28,FALSE
1955,57,Male,India,Marketing Manager,HR,6,51,No,1.98,5.73,3.61,9.31,7.7,8.8,58,FALSE,7.94,FALSE,5,40K-60K,4.24,3,9.23,FALSE
1956,44,Non-binary,Australia,IT Admin,IT,16,31,No,2.6,8.4,4.32,1.04,4.7,8.2,61,FALSE,6.83,FALSE,8,80K-100K,6.91,30,8.7,FALSE
1957,22,Prefer not to say,UK,Customer Support,HR,8,48,Yes,1.37,1.4,6.08,8.07,6.6,8.1,79,FALSE,3.38,FALSE,5,40K-60K,9.42,18,5.76,FALSE
1958,36,Male,Brazil,Customer Support,Support,20,46,Yes,8.28,9.61,9.5,6.77,6.8,2.2,4,TRUE,2.91,TRUE,4,100K+,4.13,2,7.09,TRUE
1959,42,Female,Brazil,Customer Support,HR,8,34,No,5.97,4.82,9.53,1.42,4.8,4.5,25,FALSE,2.18,TRUE,0,<40K,4.2,32,7.3,FALSE
1960,30,Male,Brazil,Data Scientist,Sales,9,54,No,3.85,3.61,1.63,8.11,6.1,3.2,82,FALSE,3.18,TRUE,1,40K-60K,7.64,43,6.77,FALSE
1961,30,Male,Canada,Software Engineer,Support,12,47,Hybrid,2.14,5.79,6.53,3.02,7.2,9.7,119,FALSE,2.42,TRUE,0,40K-60K,5.78,9,2.45,FALSE
1962,31,Male,Brazil,Sales Associate,IT,14,57,No,5.36,8.21,1.38,3.39,5.4,8.8,5,TRUE,6.55,FALSE,5,80K-100K,4.86,2,7.23,FALSE
1963,47,Prefer not to say,Canada,Data Scientist,Sales,4,52,Yes,5.73,5.27,6.83,1.84,5.7,2.5,23,FALSE,6.39,FALSE,2,60K-80K,8.32,20,1.03,FALSE
1964,56,Female,Australia,Customer Support,Sales,2,50,Yes,7.32,6.81,2.06,5.81,4.6,3.1,94,TRUE,6.28,TRUE,4,60K-80K,9.02,27,7.39,TRUE
1965,46,Male,India,Customer Support,Engineering,7,47,Yes,9.73,5.5,9.52,5.48,6.1,5.3,94,TRUE,6.78,TRUE,5,100K+,6.32,36,5.99,TRUE
1966,47,Female,Germany,IT Admin,Support,19,37,Yes,4.91,6.68,8.78,4.12,6.9,2.8,52,TRUE,8.33,FALSE,4,80K-100K,2.67,41,3.34,FALSE
1967,32,Prefer not to say,Canada,HR Specialist,Sales,9,56,Yes,4.65,2.24,1.2,2.52,4.6,8.2,6,FALSE,9.22,TRUE,2,80K-100K,5.2,46,8.23,FALSE
1968,59,Non-binary,Brazil,Customer Support,IT,12,44,Yes,4.33,1.35,8.04,8.54,7.1,8.2,9,FALSE,3.07,FALSE,1,<40K,5.54,19,4.65,FALSE
1969,23,Male,Brazil,Marketing Manager,Support,2,42,No,8.44,2.23,6.72,8.89,6,7.2,38,FALSE,6.29,TRUE,1,60K-80K,4.89,16,5.37,TRUE
1970,28,Female,USA,Customer Support,Sales,7,42,Yes,2.41,3.57,5.46,5.87,7.4,6.9,85,FALSE,1.71,TRUE,1,80K-100K,3.36,26,1.25,FALSE
1971,39,Female,Brazil,HR Specialist,IT,8,45,Yes,4.09,3.28,6.42,3.2,5.6,5.5,77,TRUE,2.08,TRUE,9,100K+,5.25,14,4.61,FALSE
1972,48,Prefer not to say,India,Customer Support,Marketing,20,51,Yes,7.52,6.54,7.1,1.86,6.8,3.5,27,FALSE,6.89,TRUE,3,<40K,5.02,47,2.51,TRUE
1973,55,Male,UK,Marketing Manager,Engineering,11,49,Yes,1.14,5.1,8.96,8.82,7.1,8.4,41,FALSE,5.38,TRUE,3,60K-80K,2.89,18,3.49,FALSE
1974,48,Non-binary,UK,Sales Associate,Support,10,42,No,3.6,1.35,7.91,1.86,7.5,8.6,61,TRUE,7.82,TRUE,2,60K-80K,9.13,28,3.27,FALSE
1975,38,Female,Brazil,Data Scientist,Marketing,1,49,Hybrid,6.77,1.31,6.18,1.12,7.8,0.5,51,FALSE,4.83,FALSE,7,60K-80K,8.97,47,1.41,FALSE
1976,45,Male,USA,Marketing Manager,IT,17,31,Hybrid,2.67,1.82,8.42,5.22,4.7,4,21,TRUE,2.15,FALSE,3,<40K,7.84,19,5.14,FALSE
